movie_id,title,release_date,description,score,thumbnail,parsed_date,release_year,release_month,release_day
11529,Grizzly Falls,"January 28, 2000","Young Harry is still dealing with the death of his mother when he joins his esrtranged father on an expedition to the Canadian Rockies to capture a grizzly.  Harry gets separated from the group and must learn to fend for himself.  While his father sets out to find him, the bear becomes somewhat of a companion, guiding Harry through the wilderness and teaching him how to survive in the wild.",34,https://static.metacritic.com/images/products/movies/6/7413daebcf84d2d20564cb548855e967-98.jpg,2000-01-28,2000,1,28
11530,$pent,"July 21, 2000","This comic drama examines the relationships and addictions of a group of twenty-something friends with very dysfunctional, yet interesting lives. (Regent Releasing)",34,https://static.metacritic.com/images/products/movies/6/34bb6b36a19e533f6bae8eeef5b59b75-98.jpg,2000-07-21,2000,7,21
11538,Big Momma's House,"June 2, 2000","Disguised as an old lady, an FBI agent (Lawrence) attempts to protect a beautiful federal witness and her son.",33,https://static.metacritic.com/images/products/movies/2/482112025bf1ca36f0fa6b7a2f296d5d-98.jpg,2000-06-02,2000,6,2
11547,American Virgin,"June 2, 2000","Unhappy with her father's double standards,  a woman decides to lose her virginity.",30,https://static.metacritic.com/images/products/movies/8/c87ff8099c3826f1310d93488e081627-98.jpg,2000-06-02,2000,6,2
11548,"Dude, Where's My Car?","December 15, 2000","Last night, two party-hearty Dudes had an unbelievably sweet time. Too bad, they can't remember a thing, including where they parked their car. So, the Dudes embark on a mission: retrace their steps to find out what they did last night (and who they did it to), hoping it will lead them to the missing car. Little do the Dudes know, they're in for the ride of their lives. (20th Century Fox)",30,https://static.metacritic.com/images/products/movies/2/002a92908a8acc6ab9b9f0bed5853e4f-98.jpg,2000-12-15,2000,12,15
11549,The Replacements,"August 11, 2000","It's late in the season; the playoffs are fast approaching; and the Washington Sentinels have just gone on strike. Scrambling for a solution, the owner Edward O'Neil (Warden) hatches a plan to bring in legendary coach Jimmy McGinty (Hackman) to recruit a team of replacement players in exactly one week.  (Warner Brothers)",30,https://static.metacritic.com/images/products/movies/0/1853d894db03d31c2826a22348399edd-98.jpg,2000-08-11,2000,8,11
11550,Where the Heart Is,"April 28, 2000","Abandoned by her boyfriend at a Wal-Mart, a pregnant 17 year-old (Portman) rebuilds her life.",30,https://static.metacritic.com/images/products/movies/3/9321fbc9bd8b4a606739b27b29298412-98.jpg,2000-04-28,2000,4,28
11555,Wildflowers,"September 1, 2000",A 17 year-old girl's life is changed forever when she becomes involved with a mysterious girl.,28,https://static.metacritic.com/images/products/movies/4/6e8d99fba7a33e2a8c07c552e3e901e4-98.jpg,2000-09-01,2000,9,1
11557,Third World Cop,"April 14, 2000","Set in Kingston, Jamaica, a cop goes back to his old hood.",28,https://static.metacritic.com/images/products/movies/1/3697b2675c5a7329826424cd7b6bdb81-98.jpg,2000-04-14,2000,4,14
11560,Coyote Ugly,"August 4, 2000","Graced with a velvet voice, 21-year-old Violet Sanford (Perabo) heads to New York to pursue her dream of becoming a songwriter only to find her aspirations sidelined by the accolades and notoriety she receives at her ""day"" job as a barmaid at Coyote Ugly.  (Touchstone Pictures)",27,https://static.metacritic.com/images/products/movies/3/3c744dc379316d996859387749878847-98.jpg,2000-08-04,2000,8,4
11570,Get Carter,"October 6, 2000","Hit man Jack Carter (Stallone), a mob enforcer in New York, returns to his hometown of Los Angeles for his brother's funeral. Realizing the death was not an accident, Carter seeks revenge.",24,https://static.metacritic.com/images/products/movies/4/d2274b60c1c57268e640ed7f93a4d895-98.jpg,2000-10-06,2000,10,6
11576,The Watcher,"September 8, 2000","A former FBI agent (Spader) tracking a serial killer (Reeves) gives up solving the crimes after 8 years. The agent moves to another city, but the killer finds him and starts sending photographs of new victims -- one of which is (Tomei), the agent's psychiatrist.",22,https://static.metacritic.com/images/products/movies/6/e5a301a2fb84463da1eb90e05ba91afd-98.jpg,2000-09-08,2000,9,8
11582,Thomas and the Magic Railroad,"July 26, 2000",A magic journey happens when a young girl visitis her grandfather and finds herself on a special train pulled by an engine named Thomas.,19,https://static.metacritic.com/images/products/movies/0/58592bb18d2d959faff5f77e790ba132-98.jpg,2000-07-26,2000,7,26
11583,Supernova,"January 14, 2000",Supernova chronicles the lives of a six-man crew and their search and rescue mission in deep space in the early 22nd Century.,19,https://static.metacritic.com/images/products/movies/5/237ae19262075040834c8bc71cc009ab-98.jpg,2000-01-14,2000,1,14
11593,3 Strikes,"March 1, 2000",Hooks plays a character who is just released from jail following his second offense.  The state has adopted a  three strikes rule and his next offense will possibly land him in prison for life.,11,https://static.metacritic.com/images/products/movies/7/15448c1eb452e628f326c5c8774feb6c-98.jpg,2000-03-01,2000,3,1
11594,Whipped,"September 1, 2000",Every Sunday a group of friends get together to discuss their woman-chasing escapades.   One week they discover that they are all picking up on the same girl.,10,https://static.metacritic.com/images/products/movies/6/9d1ecf40b44a9818c48907dbb70b6b96-98.jpg,2000-09-01,2000,9,1
11596,Screwed,"May 12, 2000","Working for a wealthy boss, a chauffeur kidnaps her dog and holds it for ransom.  Accidentally the boss gets the dog back and thinks the chauffer has been kidnapped.",7,https://static.metacritic.com/images/products/movies/4/b7f76a9163c0ad068b90c7775e383174-98.jpg,2000-05-12,2000,5,12
11234,"Crouching Tiger, Hidden Dragon","December 8, 2000","In 19th century China, a magical sword given by a warrior (Chow Yun-Fat) to his lover (Michelle Yeoh) is stolen and the quest to find it ensues.  The search leads to the House of Yu where the story travels in a different direction with the introduction of a mysterious assassin and another love story.",94,https://static.metacritic.com/images/products/movies/8/14fcb1c06981a24cb29a3fd899321d6a-98.jpg,2000-12-08,2000,12,8
11242,You Can Count on Me,"November 10, 2000","A young mother (Laura Linney) is cheating on her fiancé (Jon Tenney) with her boss (Matthew Broderick), and her life becomes further complicated by the return home of her wild brother (Mark Ruffalo).",85,https://static.metacritic.com/images/products/movies/4/4eff3cbda4066a6b1ba2dcf4e11cf7e2-98.jpg,2000-11-10,2000,11,10
11244,Paragraph 175,"September 13, 2000","During World War II 100,000 German homosexual men were sent to concentration camps.  This documentary tells their story and includes personal accounts of six of the survivors.",85,https://static.metacritic.com/images/products/movies/0/e972093e884e80bbce04fd1be959e846-98.jpg,2000-09-13,2000,9,13
11256,Chunhyangdyun,"December 29, 2000","Set in 18th century Korea, this story of young lovers from different social castes is based on a Korean folk tale.",79,https://static.metacritic.com/images/products/movies/8/6f53dbab21d25787bc43ca19b11f4004-98.jpg,2000-12-29,2000,12,29
11261,The House of Mirth,"December 22, 2000",Lily Bart (Anderson) is a ravishing socialite at the height of her success who quickly discovers the precariousness of her position when her beauty and charm start attracting unwelcome interest and jealousy.  (Sony Pictures Classics),78,https://static.metacritic.com/images/products/movies/7/df9941db91d809858dab547ddebeb407-98.jpg,2000-12-22,2000,12,22
11264,Best in Show,"September 27, 2000","Centered at the Mayflower Kennel Club Dog Show, the film follows several bizarre dog owners and their sometimes neurotic pets.",78,https://static.metacritic.com/images/products/movies/9/38aa091b55d693c82a1490c239775683-98.jpg,2000-09-27,2000,9,27
11265,Human Resources,"September 15, 2000","Franck (Lespert), a Parisian business school student, takes an internship in the Human Resources department at the factory where his father (Vallod) has labored for 30 years. Franck's efforts lead to the firing of many employees, including his father.  (Shooting Gallery)",78,https://static.metacritic.com/images/products/movies/0/86005b3ace827ffe8297f0c3f26896d5-98.jpg,2000-09-15,2000,9,15
11268,Humanité,"June 16, 2000","A police detective with unusual methods investigates the murder of an 11-year-old girl; the film is about his daily life, including the yearning he has for his neighbor.",77,https://static.metacritic.com/images/products/movies/6/abbf383462d39e88db5acc91af4022bd-98.jpg,2000-06-16,2000,6,16
11270,Shanghai Noon,"May 26, 2000","When Lo Fong (Roger Yuan) kidnaps the Emperor's daughter, Princess Pei Pei (Lucy Liu), and takes her to America, the Emperor sends his best Imperial Guardsman to find her. Chon Wang (Jackie Chan), one of the Emperor's least distinguished guards, insists on joining them.  He feels responsible for the kidnapping and wants to make amends. However, while the rescue party scours the West, Chon Wang gets separated from the group and soon becomes lost. When he crosses paths with Roy O'Bannon (Owen Wilson), a small-time outlaw, the two become unlikely allies.",77,https://static.metacritic.com/images/products/movies/2/ef20691e90914fec9dc5fcc4c2d67327-98.jpg,2000-05-26,2000,5,26
11271,Jesus' Son,"June 16, 2000","Stumbling across America in the 1970's, a young junkie (Crudup) searches for meaning in everything from sex and drugs to meetings with strangers.",76,https://static.metacritic.com/images/products/movies/0/bbab0366735cf429195870a93e77c432-98.jpg,2000-06-16,2000,6,16
11275,The Virgin Suicides,"April 21, 2000","After the suicide death of their youngest sister, the surviving daughters of the Lisbon family descend into a deep melancholy and eventually become isolated socially and physically by their parents (Woods, Turner) within their small-town Michigan house.  Their only contact with the outside world is a group of neighborhood boys who become obsessed with watching and attempting to communicate with the girls.",76,https://static.metacritic.com/images/products/movies/4/be5c782a2d5139f9f1a2205cf1cd2f26-98.jpg,2000-04-21,2000,4,21
11276,Things You Can Tell Just by Looking at Her,"January 22, 2000","Five loosely intertwined stories of the emotional issues facing individual middle-aged Angelenas are presented. In ""This Is Dr. Keener"", physician Elaine Keener is spending the day taking care of her invalid mother at home on the nurse's day off. Elaine, a scientist, seeks confirmation on what may be a turning point issue in her life by an unconventional means, namely a tarot card reading. Although the news Elaine receives through the reading is a largely accurate assessment of her current life, it is the news about that crossroads issue that takes her somewhat aback. In ""Fantasies About Rebecca"", thirty-nine year old Rebecca Waynon is outwardly in control of her life, from her job as a bank manager to her personal long term relationship with older Robert. A homeless woman named Nancy who hangs around outside the bank seems to have a clearer picture of what is truly happening with Rebecca than Rebecca herself, as is witnessed by Rebecca's ultimate reaction to an action in dealing with a personal issue. In ""Someone for Rose"", divorced mother Rose's life is focused on making sure her fifteen year old son Jay is turning into a respectable young man. Between that and her new work as a writer of children's books, Rose doesn't seem to have time to look for love, which changes when Albert, a dwarf, moves in across the street. In ""Goodnight Lilly, Goodnight Christine"", lesbian couple Christine and Lilly discuss their relationship - past, present and future - as they deal with Lilly's terminal illness. And in ""Love Waits For Kathy"", police detective Kathy Faber lives with her blind sister Carol Faber. Although Carol has an active life - social and professional, the former which includes dates - and is more than capable of managing on her own as she is highly perceptive, Kathy, under the surface, treats Carol with kid gloves to make sure she's all right in dealing with life considering her physical disability. As such, Kathy has let her personal life largely slip by her. But is it too late for Kathy?",76,https://static.metacritic.com/images/products/movies/1/979b83f83e471324d1f24675bf02a4c5-98.jpg,2000-01-22,2000,1,22
11278,State and Main,"December 22, 2000","A big-budget movie crew descends upon a quaint New England village, sowing a bumper crop of corruption, vanity and greed.  (Fine Line Features)",75,https://static.metacritic.com/images/products/movies/9/4eb97f1698980555c02752b4691726a5-98.jpg,2000-12-22,2000,12,22
11281,Girl on the Bridge,"July 28, 2000","A girl on a bridge who contemplates suicide is met by a professional knife thrower.  He recruits her to become the new human target in his travelling circus act in France, where the girl encounters a new sensual and suspenseful lifestyle.",75,https://static.metacritic.com/images/products/movies/2/7d1795d32c13e5b353c109e3f3f3f4a3-98.jpg,2000-07-28,2000,7,28
11285,The Specialist,"April 14, 2000","Eyal Silvan's documentary of the 1961 trial of former SS official Adolf Eichmann, cut from 350 hours of footage, details how three Isreali judges had to determine over the course of eight months the extent to which Eichmann (known as the ""specialist"" for his transportation of the Reich's Jewish population) could be held legally responsible for the deaths of millions.",75,https://static.metacritic.com/images/products/movies/7/5bc9b1fb4525b3f0b5a0314838042aad-98.jpg,2000-04-14,2000,4,14
11289,East Is East,"April 14, 2000","Set in England during the 1970's, a traditional Pakistani man (Om Puri) finds his family's actions are definitely taking on non-traditional qualities.",74,https://static.metacritic.com/images/products/movies/1/fedd535359f14418b0469b72d75e5c5a-98.jpg,2000-04-14,2000,4,14
11290,Judy Berlin,"February 25, 2000","When the small suburban town of Babylon, Long Island, in engulfed in the darkness of a strange solar eclipse, two former classmates (Harnick and Falco) pass the day reminiscing.  (Shooting Gallery)",74,https://static.metacritic.com/images/products/movies/1/e46da766c2d0265ad06a785dc46f9ed1-98.jpg,2000-02-25,2000,2,25
11295,Such a Long Journey,"March 24, 2000","Set on the eve of the 1971 war between India and Pakistan, the members of the Noble family in tension-filled  Bombay vehemently disagree about what to do when an old friend, a soldier who'd abruptly disappeared, finally contacts them, only to ask a dangerous favor.  Parsi Gustad Noble's (Seth) apparently close-knit family is held together precariously, their fraying bonds mirroring their once genteel, deteriorating housing compound.",74,https://static.metacritic.com/images/products/movies/9/e81d91e4bb717a14a94f7753229c6dcf-98.jpg,2000-03-24,2000,3,24
11299,Erin Brockovich,"March 17, 2000","An unconventional drama based on true events, starring Julia Roberts as the twice-divorced mother of three young children who sees an injustice, takes on the bad guy and wins.  (Universal Pictures)",73,https://static.metacritic.com/images/products/movies/2/f62d7857363a4b5072a3cff8c72a35e3-98.jpg,2000-03-17,2000,3,17
11302,Titanic Town,"September 1, 2000","In 1972, a Belfast mother (Walters) becomes involved in a woman's peace group which causes her family trouble with IRA sympathizers.",73,https://static.metacritic.com/images/products/movies/1/4a2af3533d212b46cb83fcd2b884d45b-98.jpg,2000-09-01,2000,9,1
11303,Space Cowboys,"August 4, 2000","In the 1950's, one of the first satellites was launched.  Today, it is malfunctioning and threatening the Earth, and the original astronaut (Eastwood) is asked to go and do repairs.  He wants three old air force buddies to go with him into space for the last time and fix it.",73,https://static.metacritic.com/images/products/movies/8/1aa8e0554fb71cffbd58bf92495f33bc-98.jpg,2000-08-04,2000,8,4
11306,Not One Less,"February 18, 2000","In a remote mountain village, the teacher (Gao) must leave for a month to care for his mother. The mayor can find only a 13-year old girl (Wei)  to substitute, even though she is only a few years older than her students.",73,https://static.metacritic.com/images/products/movies/6/3c87790e2f93100094d98932b752fd93-98.jpg,2000-02-18,2000,2,18
11309,Aimee & Jaguar,"August 11, 2000","In 1943, while the Allies are bombing Berlin and the Gestapo is purging the capital of Jews, a dangerous love affair blossoms between two women.  (Zeitgeist Films)",72,https://static.metacritic.com/images/products/movies/2/7e4cab136cad3af7bbba826915c29539-98.jpg,2000-08-11,2000,8,11
11310,Lupin III: The Castle of Cagliostro,"January 1, 2000",A flamboyant thief and his gang struggle to free a princess from an evil count's clutches and to learn the hidden secret to a fabulous treasure that she holds part of a key to.,72,https://static.metacritic.com/images/products/movies/5/d52aa00e8d69d1894b39077572eb44b8-98.jpg,2000-01-01,2000,1,1
11315,Benjamin Smoke,"July 21, 2000",A documentary which examines the life of the HIV-positive leader of the Atlanta band Smoke.,71,https://static.metacritic.com/images/products/movies/2/cc414284b5539b27047abe951fa5db20-98.jpg,2000-07-21,2000,7,21
11322,Shadow Boxers,"May 12, 2000","An upbeat documentary portrait of the world of women's boxing, focusing on Dutch-born boxer Lucia Rijker.",70,https://static.metacritic.com/images/products/movies/9/3c51d2ec82b4fddd35b2f040b8063e6d-98.jpg,2000-05-12,2000,5,12
11331,Nurse Betty,"September 8, 2000",A film about a widow's (Zellweger) post-traumatic obsession with a soap star doctor (Kinnear).,69,https://static.metacritic.com/images/products/movies/7/7b7378f84e50d70d48d90ca28bb3ed77-98.jpg,2000-09-08,2000,9,8
11337,Requiem for a Dream,"October 6, 2000","This modern-day fable is set on the rusted mean streets of Coney Island, Brooklyn.  The dual storyline parallels four people who set out in pursuit of a better life.  (Artisan Entertainment)",68,https://static.metacritic.com/images/products/movies/1/74f87ba821885a126a53e8fe00e6ac55-98.jpg,2000-10-06,2000,10,6
11338,Alice et Martin,"July 21, 2000",The story of the relationship between an attractive musician (Binoche) and her young husband (Loret) which is affected by the young man's troubling family history.,68,https://static.metacritic.com/images/products/movies/0/a97b35d690a2aa96764ae00e6a13e924-98.jpg,2000-07-21,2000,7,21
11340,Theeviravaathi: The Terrorist,"February 25, 2000","Inspired by the events surrounding the Assassination of Indian prime minister Rajiv Ghandi, The Terrorist focuses on the making of a nineteen year old suicide bomber marching toward the end of her life.  (Phaedra Cinema)",68,https://static.metacritic.com/images/products/movies/9/ed9f28ef0b051dc4ac69720a89d42b56-98.jpg,2000-02-25,2000,2,25
11346,Frequency,"April 28, 2000","In this mind-bending thriller, director Gregory Hoblit presents a fresh and original take on time travel with the gripping human story of a father (Quaid) and a son (Caviezel) who reach out to one another across parallel universes to stop a terrible crime.  (New Line Cinema)",67,https://static.metacritic.com/images/products/movies/1/db75ff7bade3405fc8fd1080b9f6be41-98.jpg,2000-04-28,2000,4,28
11358,Chocolat,"December 15, 2000","When Vianne (Binoche), a mysterious stranger, and her child arrive in a tranquil French town in the winter of 1959, nobody could have imagined the impact that she and her spirited daughter would have on this community stubbornly rooted in tradition.   (Miramax Films)",64,https://static.metacritic.com/images/products/movies/0/28a4c6dabba1c5b4ba432f54cbd172bb-98.jpg,2000-12-15,2000,12,15
11359,Grass,"June 2, 2000",Excellent documentary on the ever-changing series of official truths regarding the horrors caused by the drug.,64,https://static.metacritic.com/images/products/movies/0/d480f421f3d544a61dff92c754d05e4b-98.jpg,2000-06-02,2000,6,2
11363,Saving Grace,"August 4, 2000","A recent widow finds herself with a home and large garden, and also a large mortgage and other debts.  Her gardener suggests a way to solve the problem and use all the gardens. . .grow marijuana.",62,https://static.metacritic.com/images/products/movies/8/42672ec95f22aafda2bf556b990313b9-98.jpg,2000-08-04,2000,8,4
11364,Pop & Me,"June 9, 2000","This documentary follows the twenty-something filmmaker and his Baby Boomer father, Richard, as they take a six-month trip around the globe. (Fish Eggs)",62,https://static.metacritic.com/images/products/movies/5/a5e6cb4ed2c359bc7d2d17dbbb1dfd28-98.jpg,2000-06-09,2000,6,9
11368,The Claim,"December 29, 2000","A raw, romantic tale of stark beauty and primal authenticity about how dreams collided with greed in the making of California. [MGM]",62,https://static.metacritic.com/images/products/movies/9/9046ba23f9e000fd85a674230ba5a95b-98.jpg,2000-12-29,2000,12,29
11376,Waga jinsei saiaku no toki,"August 25, 2000",The place is the down side of Yokohama. The atmosphere is international and the action fast. The hero is Maiku Hama - a delinquent turned private eye who operates out of the second floor of the local movie theater.  (Tidepoint Pictures),61,https://static.metacritic.com/images/products/movies/5/25dd78aeada23e17212a603e36ac34bb-98.jpg,2000-08-25,2000,8,25
11378,My Dog Skip,"January 12, 2000",This is the story of a boy and his beloved dog in 1940s Mississippi.,61,https://static.metacritic.com/images/products/movies/0/241c81710ff9e8c1b61c4363ccd87929-98.jpg,2000-01-12,2000,1,12
11382,The Perfect Storm,"June 30, 2000","The film follows a sudden and violent storm -- the emotional ups and downs of the six stranded fishermen, the surviving families and the rescue crews.  Based on a true story.",59,https://static.metacritic.com/images/products/movies/6/3d721eb04f1baa1b32d2138d31ea4dd2-98.jpg,2000-06-30,2000,6,30
11385,Boesman and Lena,"November 3, 2000",Personal hardship and tragedy bring a man (Glover) and a woman (Bassett) to experience intense love and hate.,59,https://static.metacritic.com/images/products/movies/9/70c5a53261904c61eb30a491b8d941ab-98.jpg,2000-11-03,2000,11,3
11390,Les amants criminels,"July 21, 2000",A grisly story in which teenager Alice convinces her boyfriend Luc to kill the man who orchestrated her rape.  The two become lost while disposing of the body in the woods and fall into the hands of a hermit who takes them captive.,59,https://static.metacritic.com/images/products/movies/4/4521971bf2fe9e82c9807b1ca7934cc9-98.jpg,2000-07-21,2000,7,21
11395,Mifune's Last Song,"February 25, 2000","In this bittersweet comedy, a newlywed businessman who is faced with the death of his father returns to the family farm to care for his mentally disabled brother.",57,https://static.metacritic.com/images/products/movies/4/52b13ab58f722e389c13f5e594a0466f-98.jpg,2000-02-25,2000,2,25
11398,Chalk,"August 25, 2000",This gritty drama focuses on the misfits who hang out in a rundown California pool hall.,57,https://static.metacritic.com/images/products/movies/98w-movie.jpg,2000-08-25,2000,8,25
11401,Up at the Villa,"May 5, 2000","Adapted from a Somerset Maugham novella, the film is set in a 1938 Florence provincial town struggling to maintain its equilibrium as Mussolini's Fascists are consolidating their power.",57,https://static.metacritic.com/images/products/movies/3/b8c2c3f98d0cc380b5747ee3513f5cac-98.jpg,2000-05-05,2000,5,5
11403,Cecil B. DeMented,"August 11, 2000",A famous Hollywood actress is kidnapped and forced to star in an underground film by a lunatic director and his teenage group of film makers.,57,https://static.metacritic.com/images/products/movies/5/2a469091a6dbfc95399e3e9acade706c-98.jpg,2000-08-11,2000,8,11
11404,Non-Stop,"November 10, 2000",The story of three losers brought together by fate with disastrous results.  (Shooting Gallery),56,https://static.metacritic.com/images/products/movies/6/3197c6209b2de171e27977beca561c46-98.jpg,2000-11-10,2000,11,10
11413,Injeong sajeong bol geot eobtda,"December 22, 2000","After a gang murder, a detective force of seven men must hunt down the killer and leader of a massive drug cartel.",55,https://static.metacritic.com/images/products/movies/6/52844042a2b26255a87294554445aae1-98.jpg,2000-12-22,2000,12,22
11417,Tigerland,"September 22, 2000","At Fort Polk, Louisiana, thousands of young men prepare for Vietnam. The specter of combat hangs over the men of A-Company, Second Platoon, as they enter the final stage of infantry training. They will be sent to the war. But each man deals with this prospect in his own way.  One man's defiance, however, galvanizes every member of the platoon.  (20th Century Fox)",55,https://static.metacritic.com/images/products/movies/9/c9ee75ccd3f7bc00f9a89e8e2d1d5189-98.jpg,2000-09-22,2000,9,22
11418,Road Trip,"May 19, 2000","Josh, a college student, videotapes an incident with a coed and someone actually mails the tape to his girlfriend, after which Josh tows two of his college buddies and one not-so-eager kid on a wild 1,800 mile road trip from Ithaca to Austin to save his lifelong romance.",55,https://static.metacritic.com/images/products/movies/2/048c790cd87b829247d3a6e8dd012e68-98.jpg,2000-05-19,2000,5,19
11419,Groove,"June 9, 2000",This film is set during one night in the San Francisco underground rave scene.,54,https://static.metacritic.com/images/products/movies/0/03009a7418c25d3760ec9ad55101b1e5-98.jpg,2000-06-09,2000,6,9
11429,Barenaked in America,"September 29, 2000","This rockumentary follows Canadian pop group Barenaked Ladies over 14 days of their U.S. tour. The film provides a behind-the-scenes look at life on the road with the band, as they achieve their first #1 hit single with the song ""One Week.""  (Shooting Gallery)",52,https://static.metacritic.com/images/products/movies/4/a4554cfc8cb9b2191e30b46fed577389-98.jpg,2000-09-29,2000,9,29
11447,"Me, Myself & Irene","June 23, 2000","A state trooper (Carrey) has a split-personality, one of which is mild-mannered and one violently aggressive.  Comedy ensues when both personalities fall in love with the same woman (Zellwegger).",49,https://static.metacritic.com/images/products/movies/4/6709bb59a75179be63089ddc26104851-98.jpg,2000-06-23,2000,6,23
11448,Pitch Black,"February 18, 2000","A space transport crashes on an apparently deserted planet, leaving the crew to reckon with the likes of  fellow passenger Riddick, a serial murderer.  The true threat to the crew turns out to be a virtual sky full of flying, flesh-eating creatures who come out to play under the protection of darkness.",49,https://static.metacritic.com/images/products/movies/4/9b7b1c931e6da20fa0725456854f4465-98.jpg,2000-02-18,2000,2,18
11451,Scary Movie,"July 7, 2000","A comic spoof in the tradition of ""Airplane,"" which pokes fun at teen slasher films such as the ""Scream"" series, ""I Know What You Did Last Summer"" and ""The Blair Witch Project.""",48,https://static.metacritic.com/images/products/movies/9/308456a8d08df176dba5891cdf310845-98.jpg,2000-07-07,2000,7,7
11461,Black and White,"April 5, 2000","A searing, comedic and exhilarating look at race, sex and hip hop in the melting pot that is Manhattan at the turn of the 21st century.  (Screen Gems)",47,https://static.metacritic.com/images/products/movies/6/481b2189dd2500797ff91cbfa2f1a637-98.jpg,2000-04-05,2000,4,5
11462,The Disappearance of Finbar,"March 17, 2000","Danny Quinn (Griffin) travels to Sweden after receiving a call from his friend Finbar Flynn (Rhys Meyers), who mysteriously disappeared three years ago.",47,https://static.metacritic.com/images/products/movies/3/e0ea73150c32f12f73ac9d9793e75a2f-98.jpg,2000-03-17,2000,3,17
11464,28 Days,"April 14, 2000","For Gwen Cummings (Bullock), a successful New York writer living life in the fast lane, life is just an exercise in debauchery.  That is, until Gwen's ungraceful display at her sister Lily's (Perkins) wedding, when she gets drunk, commandeers the limo and earns herself a DUI and 28 days in court-ordered rehab.  (Columbia Tristar)",46,https://static.metacritic.com/images/products/movies/6/d07d16677bcc3e1a301859bc2e0af2b6-98.jpg,2000-04-14,2000,4,14
11471,Just Looking,"October 13, 2000","Lenny (Merriman) is a typical 14-year-old from the Bronx, Like every teenage boy, he is totally fascinated with the concept of sex.  But the year is 1955, and Lenny is too scared to actually ""do it.""  So he dedicates his summer vacation to the next best thing.  Seeing two other people do it.  (Sony Pictures Classics)",45,https://static.metacritic.com/images/products/movies/3/f678ecea94a5fddec964f0ee0431be87-98.jpg,2000-10-13,2000,10,13
11472,The Kid,"July 7, 2000","Sent from the 1970's to the present to help his older self, a kid (Breslin), now an unhappy image consultant (Willis), gets in touch with who he used to be.",45,https://static.metacritic.com/images/products/movies/3/f91b249144f44f8b17f373f1146e6bfd-98.jpg,2000-07-07,2000,7,7
11481,Vatel,"December 25, 2000","Set during the reign of France's King Louis XIV (Sands), this film portrays the events of a three-day feast prepared and conducted by Vatel (Depardieu), the king's master of entertainment.",44,https://static.metacritic.com/images/products/movies/4/8847e7a56f39d2dafc7707d12a07e396-98.jpg,2000-12-25,2000,12,25
11483,Smiling Fish & Goat on Fire,"August 25, 2000","Follows two brothers as they journey from problematic romantic relationships towards a new understanding of love, life and family. (Stratosphere Entertainment)",44,https://static.metacritic.com/images/products/movies/0/ca23b94242e9c1fda48f64dbf2352294-98.jpg,2000-08-25,2000,8,25
11484,Under Suspicion,"September 22, 2000","An intense, psychological thriller, with veteran Police Captain Victor Benezet (Freeman) squaring off against prominent tax attorney Henry Hearst (Hackman) -- two life-hardened and well-matched opponents motivated by reasons more complex and personal than the pursuit of duty or the defense of reputation.  (Lions Gate Films)",43,https://static.metacritic.com/images/products/movies/9/db9fa1a7c734c371c76f2d18d463055d-98.jpg,2000-09-22,2000,9,22
11488,Cleopatra's Second Husband,"October 13, 2000",This psychological thriller focuses on the twisted love story of a young couple whose marriage has lost its passion and their interaction with an another couple who infiltrates their lives.,43,https://static.metacritic.com/images/products/movies/4/98b511b6c2b323b6490ed5e0ddce790b-98.jpg,2000-10-13,2000,10,13
11489,Miss Congeniality,"December 22, 2000","When an infamous terrorist threatens to bomb the revered Miss United States pageant, the FBI finds an agent (Bullock) to infliltrate the contest -- as a contestant.",43,https://static.metacritic.com/images/products/movies/7/4d9bea050d94ab42f63176cebf8cb23f-98.jpg,2000-12-22,2000,12,22
11491,Went to Coney Island on a Mission from God... Be Back by Five,"August 25, 2000","Two lifelong friends hear a rumor that a childhood buddy with whom they've lost touch over the years, has been sighted, apparently insane, actually living out at the amusement park on Coney Island. Dubious at first, but looking for a reason to skip out on work, they decide that the only way to know for sure is to go and find him.  (Phaedra Cinema)",42,https://static.metacritic.com/images/products/movies/3/85515f7b760e12d83a9fb6d4e11b3274-98.jpg,2000-08-25,2000,8,25
11500,Pay It Forward,"October 20, 2000","Eugene Simonet (Spacey) is a social studies teacher who teaches his class that it is possible for one person to change the world.  When one student (Osment) really listens and believes, the ripples begin to be felt by others in his life and the idea starts to spread across the nation.",40,https://static.metacritic.com/images/products/movies/3/4ba0e34bb1d3bddff1a725ba16705ec7-98.jpg,2000-10-20,2000,10,20
11507,The Wolves of Kromer,"October 20, 2000",Where Agatha Christie meets the Brothers Grimm.  This is both black comedy and love story and it is from these surprising juxtapositions that the film derives its vitality and unique sparkle.  (Discodog Productions),38,https://static.metacritic.com/images/products/movies/5/23226c10c67ffd97db8c93b950be7096-98.jpg,2000-10-20,2000,10,20
11508,Nutty Professor II: The Klumps,"July 28, 2000",A University Professor (Jackson) becomes the love interest of Klump (Murphy).  Her research is helpful to Klump when his alter ego Buddy Love threatens their romance.,38,https://static.metacritic.com/images/products/movies/1/914379fbfa6c748b28b13974a58662a7-98.jpg,2000-07-28,2000,7,28
11511,Little Nicky,"November 10, 2000","All children like to raise a little hell -- but it's a whole different story when your family is run by Satan.  Take the case of shy, awkward Little Nicky  (Sandler).  (New Line Cinema)",38,https://static.metacritic.com/images/products/movies/8/1ecae53871532c8fcaf428ac6f532137-98.jpg,2000-11-10,2000,11,10
