budget,cast,certification,company,director,genres,gross_sales,id,opening_weekend,producer,release_date,runtime,title,user_rating,votes,budget_usd,opening_weekend_usd,gross_sales_usd,runtime_numeric,user_rating_numeric,votes_numeric,mpaa_rating,release_year,release_month,release_day
"$23,000,000 (estimated)","Devon Sawa, Ali Larter, Kerr Smith, Kristen Cloke, Daniel Roebuck, Roger Guenveur Smith, Chad Donella, Seann William Scott, Tony Todd, Amanda Detmer",R,"New Line Cinema, Zide-Perry Productions, Hard Eight Pictures",James Wong,"Horror, Thriller","$112,880,294",195714,"$10,015,822, 19 Mar 2000","Chris Bender, Richard Brener, Glen Morgan, Craig Perry, Art Schaefer",2000-03-16,98,Final Destination,6.7,257159,23000000.0,10015822.0,112880294.0,98,6.7,257159,R,2000,3,16
"$19,000,000 (estimated)","Carmen Electra, Dave Sheridan, Frank B. Moore, Giacomo Baessato, Kyle Graham, Leanne Santos, Mark McConchie, Karen Kruper, Anna Faris, Jon Abrahams","TV-MA, TV-14::(DLSV), R, TV-14","Dimension Films, Wayans Bros. Entertainment, Gold/Miller Productions, Brad Grey Pictures",Keenen Ivory Wayans,Comedy,"$278,019,771",175142,"$42,346,669, 09 Jul 2000","Andra Dalto, Eric L. Gold, Cary Granat, Brad Grey, Robb Wilson King",2000-07-07,88,Scary Movie,6.2,262378,19000000.0,42346669.0,278019771.0,88,6.2,262378,R,2000,7,7
"$54,000,000 (estimated)","Gerard Butler, Christopher Plummer, Jonny Lee Miller, Justine Waddell, Vitamin C, Jennifer Esposito, Omar Epps, Sean Patrick Thomas, Danny Masterson, Lochlyn Munro",R::(certificate no. 37918),"Dimension Films, Neo Art & Logic, Wes Craven Films, Carfax Productions Ltd.",Patrick Lussier,"Action, Fantasy, Horror, Thriller","$47,053,625",219653,"$8,636,567, 25 Dec 2000","Daniel K. Arredondo, W.K. Border, Wes Craven, Enfys Dickinson, Marianne Maddalena",2000-12-22,99,Dracula 2000,4.9,34396,54000000.0,8636567.0,47053625.0,99,4.9,34396,,2000,12,22
"$75,000,000 (estimated)","Hugh Jackman, Patrick Stewart, Ian McKellen, Famke Janssen, James Marsden, Halle Berry, Anna Paquin, Tyler Mane, Ray Park, Rebecca Romijn",PG-13,"Twentieth Century Fox, Marvel Enterprises, Donners' Company, Bad Hat Harry Productions, Springwood Productions",Bryan Singer,"Action, Adventure, Sci-Fi","$296,339,527",120903,"$54,471,475, 16 Jul 2000","Avi Arad, Tom DeSanto, Richard Donner, Matthew Edelman, Kevin Feige",2000-07-12,104,X-Men,7.3,615602,75000000.0,54471475.0,296339527.0,104,7.3,615602,PG-13,2000,7,12
"$48,000,000 (estimated)","Brendan Fraser, Elizabeth Hurley, Frances O'Connor, Miriam Shor, Orlando Jones, Paul Adelstein, Toby Huss, Gabriel Casseus, Brian Doyle-Murray, Jeff Doucette",PG-13,"Twentieth Century Fox, New Regency Productions, KirchMedia",Harold Ramis,"Comedy, Fantasy",,230030,,"Trevor Albert, Michael Haley, Suzanne Herrington, Neil A. Machlis, Harold Ramis",2000-10-17,93,Bedazzled,6.1,105187,48000000.0,,,93,6.1,105187,PG-13,2000,10,17
"$110,000,000 (estimated)","Mel Gibson, Heath Ledger, Joely Richardson, Jason Isaacs, Chris Cooper, Tchéky Karyo, Rene Auberjonois, Lisa Brenner, Tom Wilkinson, Donal Logue","R, Unrated","Columbia Pictures, Centropolis Entertainment, Mutual Film Company, Global Entertainment Productions GmbH & Company Medien KG, H2L Media Group",Roland Emmerich,"Action, Drama, History, War","$215,294,342",187393,"$22,413,710, 02 Jul 2000","Michael Dahan, Dean Devlin, Roland Emmerich, Ute Emmerich, William Fay",2000-06-27,165,The Patriot,7.2,275875,110000000.0,22413710.0,215294342.0,165,7.2,275875,R,2000,6,27
"$123,000,000 (estimated)","Jim Carrey, Taylor Momsen, Kelley, Jeffrey Tambor, Christine Baranski, Bill Irwin, Molly Shannon, Clint Howard, Josh Ryan Evans, Mindy Sterling","TV-PG::(LV), PG","Universal Pictures, Imagine Entertainment, LUNI Productions GmbH and Company KG",Ron Howard,"Comedy, Family, Fantasy","$345,141,403",170016,"$55,082,330, 19 Nov 2000","Brian Grazer, Todd Hallowell, Linda Fields Hill, Ron Howard, Aldric La'auli Porter",2000-11-08,104,How the Grinch Stole Christmas,6.2,246126,123000000.0,55082330.0,345141403.0,104,6.2,246126,PG,2000,11,8
"$33,000,000 (estimated)","Jennifer Lopez, Colton James, Dylan Baker, Marianne Jean-Baptiste, Gerry Becker, Musetta Vander, Patrick Bauchau, Vincent D'Onofrio, Catherine Sutherland, Vince Vaughn","TV-14::(LSV, TV Rating.), R","New Line Cinema, Caro-McLeod, RadicalMedia, Katira Productions GmbH & Co. KG, Avery Pix",Tarsem Singh,"Crime, Horror, Sci-Fi, Thriller","$104,155,843",209958,"$17,515,050, 20 Aug 2000","Julio Caro, Donna Langley, Carolyn Manetti, Eric McLeod, Mark Protosevich",2000-08-17,107,The Cell,6.4,103609,33000000.0,17515050.0,104155843.0,107,6.4,103609,R,2000,8,17
"$85,000,000 (estimated)","Adam Sandler, Patricia Arquette, Harvey Keitel, Rhys Ifans, Tom Lister Jr., Rodney Dangerfield, Allen Covert, Peter Dante, Jonathan Loughran, Robert Smigel",PG-13,"Avery Pix, Happy Madison Productions, New Line Cinema, RSC Media, Robert Simonds Productions",Steven Brill,"Comedy, Fantasy","$58,292,295",185431,"$16,063,904, 12 Nov 2000","Allen Covert, Michael De Luca, Robert Engelman, Jack Giarraputo, Michelle Holdsworth",2000-11-02,90,Little Nicky,5.3,106462,85000000.0,16063904.0,58292295.0,90,5.3,106462,PG-13,2000,11,2
"$100,000,000 (estimated)","Michelle Pfeiffer, Katharine Towne, Miranda Otto, James Remar, Harrison Ford, Victoria Bidewell, Diana Scarwid, Dennison Samaroo, Jennifer Tung, Eliott Goretsky",PG-13,"Dreamworks Pictures, Twentieth Century Fox, ImageMovers",Robert Zemeckis,"Drama, Horror, Mystery, Thriller","$291,420,351",161081,"$29,702,959, 23 Jul 2000","Steven J. Boyd, Joan Bradshaw, Mark Johnson, Cherylanne Martin, Jack Rapke",2000-01-01,130,What Lies Beneath,6.6,127494,100000000.0,29702959.0,291420351.0,130,6.6,127494,PG-13,2000,1,1
"$35,000,000 (estimated)","Jonathan Lipnicki, Richard E. Grant, Jim Carter, Alice Krige, Pamela Gidley, Tommy Hinkley, Anna Popplewell, Dean Cook, Rollo Weeks, John Wood",PG,"Avrora Media, Comet Film Produktion GmbH, Cometstone Pictures, Cometstone Productions, Propaganda Films",Uli Edel,"Adventure, Comedy, Family, Fantasy","$27,965,865",192255,,"Klaus Bauschulte, Alexander Buchman, Richard Claus, Samuel Hadida, Carsten H.W. Lorenz",2000-08-18,95,The Little Vampire,5.7,10715,35000000.0,,27965865.0,95,5.7,10715,PG,2000,8,18
"$43,000,000 (estimated)","Sandra Bullock, Viggo Mortensen, Dominic West, Elizabeth Perkins, Azura Skye, Steve Buscemi, Alan Tudyk, Mike O'Malley, Marianne Jean-Baptiste, Reni Santoni",PG-13,"Columbia Pictures, Tall Trees Productions",Betty Thomas,"Comedy, Drama","$62,198,945",191754,"$10,310,672, 16 Apr 2000","Celia D. Costas, Jenno Topping",2000-02-08,103,28 Days,6.1,50658,43000000.0,10310672.0,62198945.0,103,6.1,50658,PG-13,2000,2,8
"$48,000,000 (estimated)","Benicio Del Toro, Jacob Vargas, Andrew Chavez, Michael Saucedo, Tomas Milian, J.R. Yenque, Emilio Rivera, Michael O'Neill, Michael Douglas, Russell G. Jones",R,"The Bedford Falls Company, Initial Entertainment Group (IEG), USA Films, Compulsion Inc., Splendid Medien AG",Steven Soderbergh,"Crime, Drama, Thriller","$207,515,725",181865,"$15,517,549, 05 Jan 2001","Laura Bickford, Marshall Herskovitz, Cameron Jones, Graham King, Andreas Klein",2000-12-06,147,Traffic,7.6,208087,48000000.0,15517549.0,207515725.0,147,7.6,208087,R,2000,12,6
"$2,000,000 (estimated)","Emilio Echevarría, Gael García Bernal, Goya Toledo, Álvaro Guerrero, Vanessa Bauche, Jorge Salinas, Marco Pérez, Rodrigo Murray, Humberto Busto, Gerardo Campbell",R,"Altavista Films, Zeta Film",Alejandro G. Iñárritu,"Drama, Thriller",,245712,,"Guillermo Arriaga, Raúl Olvera Ferrer, Francisco González Compeán, Pelayo Gutiérrez, Alejandro G. Iñárritu",2000-05-14,154,Amores perros,8.1,240828,2000000.0,,,154,8.1,240828,R,2000,5,14
"$11,000,000 (estimated)","Ice Cube, Mike Epps, Justin Pierce, John Witherspoon, Don 'D.C.' Curry, Jacob Vargas, Lobo Sebastian, Rolando Molina, Lisa Rodríguez, Tom Lister Jr.","TV-14::(DLSV, TV Rating.), R","New Line Cinema, Cube Vision",Steve Carr,Comedy,"$59,827,328",195945,"$16,918,226, 16 Jan 2000","Matt Alvarez, Douglas Curtis, Michael Gruber, Ice Cube, Matt Moore",2000-01-11,98,Next Friday,6.1,41252,11000000.0,16918226.0,59827328.0,98,6.1,41252,R,2000,1,11
"$29,000,000 (estimated)","Amanda Schull, Christine Dunham, Stephen Stout, Maryann Plunkett, Laura Hicks, Barbara Caruso, Jeff Hayenga, Zoe Saldana, Victor Anthony, Karen Shallo",PG-13,"Columbia Pictures, Laurence Mark Productions",Nicholas Hytner,"Drama, Music, Romance",,210616,"$4,604,621, 14 May 2000","Caroline Baron, Laurence Mark",2000-05-12,115,Center Stage,6.6,21794,29000000.0,4604621.0,,115,6.6,21794,PG-13,2000,5,12
"$13,000,000 (estimated)","Ashton Kutcher, Seann William Scott, Jennifer Garner, Marla Sokoloff, Kristy Swanson, David Herman, Hal Sparks, Charlie O'Connell, John Toles-Bey, Christian Middelthon",PG-13,"Twentieth Century Fox, Alcon Entertainment",Danny Leiner,"Comedy, Mystery, Sci-Fi","$73,180,723",242423,"$13,845,914, 17 Dec 2000","Broderick Johnson, Andrew A. Kosove, Gil Netter, Nancy Paloian, Wayne Allan Rice",2000-12-10,83,"Dude, Where's My Car?",5.5,140668,13000000.0,13845914.0,73180723.0,83,5.5,140668,PG-13,2000,12,10
"$95,000,000 (estimated)","Kevin Kline, Kenneth Branagh, Rosie Perez, Armand Assante, Edward James Olmos, Jim Cummings, Frank Welker, Tobin Bell, Duncan Marjoribanks, Elijah Chiang",PG,"DreamWorks Animation, Dreamworks Pictures, Stardust Pictures","Bibo Bergeron, Don Paul, Jeffrey Katzenberg","Animation, Adventure, Comedy, Family, Fantasy, Musical","$76,529,181",138749,"$12,846,652, 02 Apr 2000","Dino Athanassiou, Brooke Breton, Bill Damaschke, Jeffrey Katzenberg, Bonne Radford",2000-03-31,89,The Road to El Dorado,6.9,97298,95000000.0,12846652.0,76529181.0,89,6.9,97298,PG,2000,3,31
"$51,000,000 (estimated)","Jim Carrey, Renée Zellweger, Anthony Anderson, Mongo Brownlee, Jerod Mixon, Chris Cooper, Michael Bowman, Richard Jenkins, Robert Forster, Mike Cerrone",R::(Approved No. 37152),"Twentieth Century Fox, Conundrum Entertainment","Bobby Farrelly, Peter Farrelly",Comedy,"$149,270,999",183505,"$24,209,385, 25 Jun 2000","Mark Charpentier, Bobby Farrelly, Peter Farrelly, Marc S. Fischer, Clem Franek",2000-06-15,116,"Me, Myself & Irene",6.6,238708,51000000.0,24209385.0,149270999.0,116,6.6,238708,,2000,6,15
"$30,000,000 (estimated)","Martin Lawrence, Nia Long, Paul Giamatti, Jascha Washington, Terrence Howard, Anthony Anderson, Ella Mitchell, Carl Wright, Phyllis Applegate, Starletta DuPois",PG-13,"Twentieth Century Fox, New Regency Productions, Runteldat Entertainment, Friendly Productions, Taurus Film",Raja Gosnell,"Action, Comedy, Crime","$173,959,438",208003,,"Peaches Davis, David T. Friendly, Michael Green, David Higgins, Jeff Kwatinetz",2000-05-31,99,Big Momma's House,5.2,86257,30000000.0,,173959438.0,99,5.2,86257,PG-13,2000,5,31
"$4,500,000 (estimated)","Ellen Burstyn, Jared Leto, Jennifer Connelly, Marlon Wayans, Christopher McDonald, Louise Lasser, Marcia Jean Kurtz, Janet Sarno, Suzanne Shepherd, Joanne Gordon","Unrated, R","Artisan Entertainment, Thousand Words, Sibling Productions, Protozoa Pictures, Industry Entertainment",Darren Aronofsky,Drama,"$7,390,108",180093,"$64,770, 08 Oct 2000","Ben Barenholtz, Beau Flynn, Scott Franklin, Ann Ruark, Stefan Simchowitz",2000-05-14,102,Requiem for a Dream,8.3,838455,4500000.0,64770.0,7390108.0,102,8.3,838455,R,2000,5,14
"$30,000,000 (estimated)","James Spader, Marisa Tomei, Keanu Reeves, Ernie Hudson, Chris Ellis, Robert Cicchini, Yvonne Niami, Jenny McShane, Gina Alexander, Rebekah Nanfria",R,"Lewitt / Eberts Productions, Choi Niami Productions, Driven Productions, Gamma Entertainment, Interlight",Joe Charbanic,"Crime, Drama, Mystery, Thriller",,204626,"$9,062,295, 10 Sep 2000","Brian Benson, Patrick D. Cheh, John D. Crededio, Christopher Eberts, David Elliot",2000-09-07,97,The Watcher,5.3,27464,30000000.0,9062295.0,,97,5.3,27464,R,2000,9,7
"$9,000,000 (estimated)","Guy Pearce, Carrie-Anne Moss, Joe Pantoliano, Mark Boone Junior, Russ Fega, Jorja Fox, Stephen Tobolowsky, Harriet Sansom Harris, Thomas Lennon, Callum Keith Rennie",R,"Newmarket Capital Group, Team Todd, I Remember Productions, Summit Entertainment",Christopher Nolan,"Mystery, Thriller","$39,723,096",209144,"$235,488, 18 Mar 2001","Christopher Ball, Elaine Dysinger, Aaron Ryder, Emma Thomas, Jennifer Todd",2000-09-05,113,Memento,8.4,1231947,9000000.0,235488.0,39723096.0,113,8.4,1231947,R,2000,9,5
"$40,000,000 (estimated)","Liev Schreiber, Beth Toussaint, Roger Jackson, Kelly Rutherford, Neve Campbell, Courteney Cox, Julie Janney, Richmond Arquette, Patrick Dempsey, Lynn McRee","TV-14, R","Dimension Films, Konrad Pictures, Craven-Maddalena Films, Miramax",Wes Craven,"Horror, Mystery","$161,830,000",134084,"$34,713,342, 06 Feb 2000","Daniel K. Arredondo, Stuart M. Besser, Dixie J. Capp, Cary Granat, Cathy Konrad",2000-02-03,116,Scream 3,5.6,144601,40000000.0,34713342.0,161830000.0,116,5.6,144601,R,2000,2,3
"$26,000,000 (estimated)","George Clooney, John Turturro, Tim Blake Nelson, John Goodman, Holly Hunter, Chris Thomas King, Charles Durning, Del Pentecost, Michael Badalucco, J.R. Horne","TV-14::(TV rating), PG-13","Touchstone Pictures, Universal Pictures, StudioCanal, Working Title Films, Mike Zoss Productions","Joel Coen, Ethan Coen","Adventure, Comedy, Crime, Music","$75,769,783",190590,,"Tim Bevan, John Cameron, Ethan Coen, Joel Coen, Eric Fellner",2000-05-13,107,"O Brother, Where Art Thou?",7.7,312336,26000000.0,,75769783.0,107,7.7,312336,PG-13,2000,5,13
"$52,000,000 (estimated)","Julia Roberts, David Brisbin, Dawn Didawick, Albert Finney, Valente Rodriguez, Conchata Ferrell, George Rocky Sullivan, Pat Skipper, Jack Gill, Irene Olga López","TV-PG, R","Universal Pictures, Columbia Pictures, Jersey Films",Steven Soderbergh,"Biography, Drama","$256,271,286",195685,"$28,138,465, 19 Mar 2000","Danny DeVito, John Hardy, Gail Lyon, Carla Santos Shamberg, Michael Shamberg",2000-03-14,131,Erin Brockovich,7.4,198769,52000000.0,28138465.0,256271286.0,131,7.4,198769,R,2000,3,14
"$5,000,000 (estimated)","Emily Perkins, Katharine Isabelle, Kris Lemche, Mimi Rogers, Jesse Moss, Danielle Hampton, John Bourgeois, Peter Keleghan, Christopher Redman, Jimmy MacInnis","Not Rated, TV-14::(TV rating)","Copperheart Entertainment, Water Pictures, Motion International, Canadian Television Fund, Téléfilm Canada",John Fawcett,"Drama, Fantasy, Horror, Thriller",,210070,,"Tina Goldlist, Karen Lee Hall, Steven Hoban, Dan Lyon, Alicia Reilly Larson",2000-08-01,108,Ginger Snaps,6.8,48127,5000000.0,,,108,6.8,48127,,2000,8,1
"$45,000,000 (estimated)","Sandra Bullock, Michael Caine, Benjamin Bratt, Candice Bergen, William Shatner, Ernie Hudson, John DiResta, Heather Burns, Melissa De Sousa, Steve Monroe",PG-13,"Castle Rock Entertainment, Village Roadshow Pictures, NPV Entertainment, Fortis Films",Donald Petrie,"Action, Comedy, Crime, Romance","$212,742,720",212346,"$13,853,686, 25 Dec 2000","Bruce Berman, Sandra Bullock, Katie Ford, Marc Lawrence, Endrick Lekay",2000-12-14,109,Miss Congeniality,6.3,211517,45000000.0,13853686.0,212742720.0,109,6.3,211517,PG-13,2000,12,14
,"Maggie Cheung, Tony Chiu-Wai Leung, Siu Ping-Lam, Tung Cho 'Joe' Cheung, Rebecca Pan, Kelly Lai Chen, Man-Lei Chan, Kam-Wah Koo, Szu-Ying Chien, Paulyn Sun","TV-PG::(TV rating), PG","Block 2 Pictures, Jet Tone Production, Orly Films, Paradis Films",Kar-Wai Wong,"Drama, Romance","$13,834,044",118694,,"Ye-cheng Chan, William Chang, Gilles Ciment, Jacky Yee Wah Pang, Kar-Wai Wong",2000-05-20,98,In the Mood for Love,8.1,149962,,,13834044.0,98,8.1,149962,PG,2000,5,20
,"Olivia Newton-John, Kirk Geiger, Sarah Hunley, Newell Alexander, Beau Bridges, Earl Houston Bullock, Beth Grant, Delta Burke, Leslie Jordan, Mitch Carter",R,"Daly-Harris Productions, Davis Entertainment Classics, Sordid Lives LLC",Del Shores,"Comedy, Romance",,204640,"$13,167, 13 May 2001","Victoria Alonso, Max CiVon, George Conda, Steve Cubine, Monica Deeter",2000-05-03,111,Sordid Lives,6.7,3275,,13167.0,,111,6.7,3275,R,2000,5,3
"$10,000,000 (estimated)","Cate Blanchett, Giovanni Ribisi, Keanu Reeves, Katie Holmes, Greg Kinnear, Hilary Swank, Michael Jeter, Kim Dickens, Gary Cole, Rosemary Harris",R,"Lakeshore Entertainment, Alphaville Films",Sam Raimi,"Drama, Fantasy, Horror, Mystery","$44,567,606",219699,"$11,827, 29 Dec 2000","Grant Curtis, Sean Daniel, Gregory Goodman, James Jacks, Gary Lucchesi",2000-12-18,112,The Gift,6.7,69942,10000000.0,11827.0,44567606.0,112,6.7,69942,R,2000,12,18
"$30,000,000 (estimated)","John Cusack, Iben Hjejle, Todd Louiso, Jack Black, Lisa Bonet, Catherine Zeta-Jones, Joan Cusack, Tim Robbins, Chris Rehmann, Ben Carr",R,"Touchstone Pictures, Working Title Films, Dogstar Films, New Crime Productions",Stephen Frears,"Comedy, Drama, Music, Romance",,146882,,"Tim Bevan, Liza Chasin, John Cusack, D.V. DeVincentis, David S. Grant",2000-03-17,113,High Fidelity,7.4,181058,30000000.0,,,113,7.4,181058,R,2000,3,17
"$90,000,000 (estimated)","Nicolas Cage, Giovanni Ribisi, Angelina Jolie, T.J. Cross, William Lee Scott, Scott Caan, James Duval, Will Patton, Delroy Lindo, Timothy Olyphant","TV-14, PG-13, PG-13, Unrated","Touchstone Pictures, Jerry Bruckheimer Films",Dominic Sena,"Action, Crime, Thriller","$237,202,299",187078,"$25,336,048, 11 Jun 2000","Jerry Bruckheimer, Denice Shakarian Halicki, Jonathan Hensleigh, Aristides McGarry, Chad Oman",2000-06-05,118,Gone in 60 Seconds,6.5,279556,90000000.0,25336048.0,237202299.0,118,6.5,279556,PG-13,2000,6,5
"$41,300,000 (estimated)","Bruce Willis, Matthew Perry, Rosanna Arquette, Michael Clarke Duncan, Natasha Henstridge, Amanda Peet, Kevin Pollak, Harland Williams, Carmen Ferland, Serge Christiaenssens",R,"Franchise Pictures, Lansdown Films, Mel's Cite du Cinema, Morgan Creek Entertainment, Nine Yards Productions",Jonathan Lynn,"Comedy, Crime","$106,371,651",190138,"$15,915,676, 20 Feb 2000","Don Carmody, Mike Drake, Stephen J. Eads, George Edde, James Holt",2000-02-17,98,The Whole Nine Yards,6.7,121983,41300000.0,15915676.0,106371651.0,98,6.7,121983,R,2000,2,17
"$55,000,000 (estimated)","Robert De Niro, Ben Stiller, Teri Polo, Blythe Danner, Nicole DeHuff, Jon Abrahams, Owen Wilson, James Rebhorn, Tom McCarthy, Phyllis George","TV-14::(DLV), Not Rated, PG-13","Universal Pictures, Dreamworks Pictures, Nancy Tenenbaum Films, Tribeca Productions",Jay Roach,"Comedy, Romance","$330,444,045",212338,"$28,623,300, 08 Oct 2000","Robert De Niro, Greg Glienna, Emo Philips, Jay Roach, Shauna Robertson",2000-10-06,108,Meet the Parents,7.0,335858,55000000.0,28623300.0,330444045.0,108,7.0,335858,PG-13,2000,10,6
"$4,500,000 (estimated)","Tatsuya Fujiwara, Aki Maeda, Tarô Yamamoto, Chiaki Kuriyama, Takashi Tsukamoto, Sôsuke Takaoka, Yukihiro Kotani, Eri Ishikawa, Sayaka Kamiya, Takayo Mimura","Not Rated, TV-PG::(DVD rating), TV-14::(TV rating), TV-MA::(video rating)","Toho Company, AM Associates, Fukasaku-gumi, Gaga, Kobi Co.",Kinji Fukasaku,"Action, Adventure, Drama, Thriller",,266308,,"Kenta Fukasaku, Kinji Fukasaku, Kimio Kataoka, Chie Kobayashi, Toshio Nabeshima",2000-10-08,114,Battle Royale,7.6,183793,4500000.0,,,114,7.6,183793,,2000,10,8
"$80,000,000 (estimated)","Shawn Driscoll, Kevin Costner, Drake Cook, Lucinda Jenney, Caitlin Wachs, Jon Foster, Matthew Dunn, Kevin O'Donnell, Janet Coleman, Bruce Thomas",PG-13,"New Line Cinema, Beacon Communications, Beacon Pictures, Tig Productions",Roger Donaldson,"Drama, History, Thriller","$66,579,890",146309,"$46,668, 29 Dec 2000","Marc Abraham, Peter O. Almond, Armyan Bernstein, Thomas A. Bliss, Kevin Costner",2000-12-16,145,Thirteen Days,7.3,59321,80000000.0,46668.0,66579890.0,145,7.3,59321,PG-13,2000,12,16
"$62,000,000 (estimated)","Matthew McConaughey, Bill Paxton, Harvey Keitel, Jon Bon Jovi, David Keith, Thomas Kretschmann, Jake Weber, Jack Noseworthy, Tom Guiry, Will Estes",PG-13,"Universal Pictures, Canal Plus Image International, Dino De Laurentiis Company",Jonathan Mostow,"Action, War","$127,666,415, 30 Jun 2012",141926,,"Alan Collis, Dino De Laurentiis, Martha De Laurentiis, Hal Lieberman, Lucio Trentini",2000-04-17,116,U-571,6.6,82914,62000000.0,,127666415.0,116,6.6,82914,PG-13,2000,4,17
"$65,000,000 (estimated)","Clint Eastwood, Tommy Lee Jones, Donald Sutherland, James Garner, James Cromwell, Marcia Gay Harden, William Devane, Loren Dean, Courtney B. Vance, Barbara Babcock",PG-13,"Clipsal Films, Mad Chance, Malpaso Productions, Village Roadshow Pictures, Warner Bros.",Clint Eastwood,"Action, Adventure, Thriller","$128,884,132",186566,"$18,093,776, 06 Aug 2000","Clint Eastwood, Andrew Lazar, Tom Rooker",2000-08-01,130,Space Cowboys,6.5,82051,65000000.0,18093776.0,128884132.0,130,6.5,82051,PG-13,2000,8,1
,"Monica Bellucci, Giuseppe Sulfaro, Luciano Federico, Matilde Piana, Pietro Notarianni, Gaetano Aronica, Gilberto Idonea, Angelo Pellegrino, Gabriella Di Luzio, Pippo Provvidenti",R,"Medusa Film, Miramax, Pacific Pictures, Tele+",Giuseppe Tornatore,"Drama, Romance, War",,213847,,"Carlo Bernasconi, Mario Cotone, Fabrizio Lombardo, Teresa Moneo, Rick Schwartz",2000-10-26,108,Malena,7.4,103382,,,,108,7.4,103382,R,2000,10,26
"$60,000,000 (estimated)","Billy Crudup, Frances McDormand, Kate Hudson, Jason Lee, Patrick Fugit, Zooey Deschanel, Michael Angarano, Anna Paquin, Fairuza Balk, Noah Taylor","TV-PG::(DLS, TV rating), R, Unrated","Columbia Pictures, Dreamworks Pictures, Vinyl Films",Cameron Crowe,"Adventure, Comedy, Drama, Music","$14,848,839",181875,"$2,314,646, 17 Sep 2000","Ian Bryce, Cameron Crowe, Marty P. Ewing, Scott M. Martin, Steven P. Saeta",2000-09-08,122,Almost Famous,7.9,276657,60000000.0,2314646.0,14848839.0,122,7.9,276657,R,2000,9,8
"$6,000,000 (estimated)","Jay Brazeau, Parker Posey, Michael Hitchcock, Catherine O'Hara, Eugene Levy, Carrie Aizley, Lewis Arquette, Dany Canino, Bob Balaban, Will Sasso",PG-13,Castle Rock Entertainment,Christopher Guest,Comedy,"$20,789,556",218839,"$413,436, 01 Oct 2000","Gordon Mark, Karen Murphy",2000-09-08,90,Best in Show,7.4,62747,6000000.0,413436.0,20789556.0,90,7.4,62747,PG-13,2000,9,8
"$30,000,000 (estimated)","Denzel Washington, Will Patton, Wood Harris, Ryan Hurst, Donald Faison, Craig Kirkwood, Ethan Suplee, Kip Pardue, Hayden Panettiere, Nicole Ari Parker","PG, Unrated","Jerry Bruckheimer Films, Run It Up Productions Inc., Technical Black, Walt Disney Pictures",Boaz Yakin,"Biography, Drama, Sport","$136,706,683",210945,"$20,905,831, 01 Oct 2000","Jerry Bruckheimer, Michael Flynn, Jennifer Krug-Worthington, Chad Oman, Pat Sandston",2000-09-23,113,Remember the Titans,7.8,216280,30000000.0,20905831.0,136706683.0,113,7.8,216280,PG,2000,9,23
"$90,000,000 (estimated)","Paul Sanchez, Lari White, Leonid Citer, David Allen Brooks, Yelena Popovic, Valentina Ananina, Semion Sudarikov, Tom Hanks, Peter Von Berg, Dmitri S. Boudrine",PG-13,"Twentieth Century Fox, Dreamworks Pictures, ImageMovers, Playtone",Robert Zemeckis,"Adventure, Drama, Romance","$429,632,142, 22 Jul 2001",162222,"$28,883,406, 24 Dec 2000","Steven J. Boyd, Joan Bradshaw, Tom Hanks, Cherylanne Martin, Jack Rapke",2000-12-07,143,Cast Away,7.8,590415,90000000.0,28883406.0,429632142.0,143,7.8,590415,PG-13,2000,12,7
"$95,000,000 (estimated)","Elisabeth Shue, Kevin Bacon, Josh Brolin, Kim Dickens, Greg Grunberg, Joey Slotnick, Mary Randle, William Devane, Rhona Mitra, Pablo Espinosa",R,"Columbia Pictures, Global Entertainment Productions GmbH & Company Medien KG",Paul Verhoeven,"Action, Horror, Sci-Fi, Thriller","$118,000,000",164052,"$26,414,386, 06 Aug 2000","Stacy Lumbrezer, Alan Marshall, Marion Rosenberg, Kenneth J. Silverstein, Douglas Wick",2000-08-02,112,Hollow Man,5.8,132219,95000000.0,26414386.0,118000000.0,112,5.8,132219,R,2000,8,2
"$75,000,000 (estimated)","Bruce Willis, Samuel L. Jackson, Robin Wright, Spencer Treat Clark, Charlayne Woodard, Eamonn Walker, Leslie Stefanson, Johnny Hiram Jamison, Michaelia Carroll, Bostin Christopher",PG-13,"Touchstone Pictures, Blinding Edge Pictures, Barry Mendel Productions, Limited Edition Productions Inc.",M. Night Shyamalan,"Drama, Mystery, Sci-Fi, Thriller","$154,500,000",217869,"$30,330,771, 26 Nov 2000","Gary Barber, Roger Birnbaum, Barry Mendel, Sam Mercer, M. Night Shyamalan",2000-11-14,106,Unbreakable,7.3,418307,75000000.0,30330771.0,154500000.0,106,7.3,418307,PG-13,2000,11,14
"$93,000,000 (estimated)","Cameron Diaz, Drew Barrymore, Lucy Liu, Bill Murray, Sam Rockwell, Kelly Lynch, Tim Curry, Crispin Glover, Matt LeBlanc, LL Cool J","TV-14, PG-13","Columbia Pictures, Flower Films (II), Tall Trees Productions, Global Entertainment Productions GmbH & Company Medien KG",McG,"Action, Adventure, Comedy, Crime, Thriller","$264,105,545",160127,"$40,128,550, 05 Nov 2000","Drew Barrymore, Joseph M. Caracciolo, Amanda Goldberg, Leonard Goldberg, Nancy Juvonen",2000-10-22,98,Charlie's Angels,5.6,188044,93000000.0,40128550.0,264105545.0,98,5.6,188044,PG-13,2000,10,22
