budget,cast,certification,company,director,genres,gross_sales,id,opening_weekend,producer,release_date,runtime,title,user_rating,votes,budget_usd,opening_weekend_usd,gross_sales_usd,runtime_numeric,user_rating_numeric,votes_numeric,mpaa_rating,release_year,release_month,release_day
"$14,000,000 (estimated)","Bill Pullman, Devon Sawa, Gabrielle Anwar, Angela Featherstone, Joanne Whalley, Darcy Belsher, Jaimz Woolvett, Ken Tremblett, Gillian Barber, Duncan Fraser",R,"J&M Entertainment, Dogwood Pictures, Muse Entertainment Enterprises, Canadian Film or Video Production Tax Credit (CPTC), Province of British Columbia Film Incentive BC",Anthony Waller,"Crime, Drama, Thriller",,186183,,"Paul Cowan, Will Davies, Thomas Hedman, Julia Palau, Matthew Payne",2000-06-01,108,The Guilty,6.1,3621,14000000.0,,,108,6.1,3621,R,2000,6,1
"$5,000,000 (estimated)","Lara Jill Miller, Joshua Seth, Bob Papenbrook, David Lodge, Dorothy Elias-Fahn, Michael Sorich, Peggy O'Neal, Colleen O'Shaughnessey, Brianne Brozey, Jeff Nimoy","TV-Y7-FV::(DVD rating), TV-PG::(TV rating), PG","Saban Entertainment, Toei Company, Fox Family Films, Fox Kids Europe Properties, Fox Kids International Programming","Bob Buchholz, Mamoru Hosoda, Jeff Nimoy, Shigeyasu Yamauchi","Animation, Action, Adventure, Family, Sci-Fi","$7,012,038",259974,,"Michiyo Arihara, Yasushi Mitsui, Terri-Lei O'Malley, Hiroyuki Sakurada, Hiromi Seki",2000-10-02,82,Digimon: The Movie,6.0,7511,5000000.0,,7012038.0,82,6.0,7511,PG,2000,10,2
"$2,500,000 (estimated)","Lee Jung-jae, Jun Ji-hyun, Mu-saeng Kim, Jo Seung-yeon, Yun-jae Min, Yun-Yeong Choe, So-yeong Hong, Jung-Hee Nam",,"Blue Cinema, CJ Entertainment, Dream Venture Capital, Sidus, UniKorea Pictures",Hyun-seung Lee,"Drama, Fantasy, Romance",,282599,,"Jo Min-Hwan, Yun Sang-Oh",2000-09-09,105,Il Mare,7.5,8965,2500000.0,,,105,7.5,8965,,2000,9,9
"DEM5,000,000 (estimated)","Moritz Bleibtreu, Christiane Paul, Mehmet Kurtulus, Idil Üner, Jochen Nickel, Branka Katic, Birol Ünel, Sandra Borgmann, Ernest Hausmann, Gábor Salinger",,"Wüste Film, Filmförderung Hamburg, FilmFernsehFonds Bayern, Filmförderungsanstalt (FFA), Argos Filmcilik Turizm",Fatih Akin,"Adventure, Comedy, Romance",,177858,,"Hamdi Döker, Gábor Sarudi, Stefan Schubert, Ralph Schwingel",2000-08-24,99,In July,7.7,22165,,,,99,7.7,22165,,2000,8,24
,"Danny Aiello, John Rothman, Frank Bongiorno, Lexie Sperduto, Zainab Jah, Alex Corrado, Michael McGlone, Walt MacPherson, Polly Draper, Edoardo Ballerini",R,"Access Motion Picture Group, Giraldi-Suarez-DiGiaimo Productions",Bob Giraldi,"Crime, Drama, Romance",,229340,"$110,000, 30 Sep 2001","Michael Baumont, Robert Cheren, Louis DiGiaimo, Bob Giraldi, Patti Greaney",2000-09-01,99,Dinner Rush,7.3,5218,,110000.0,,99,7.3,5218,R,2000,9,1
"$13,000,000 (estimated)","Steve Harvey, D.L. Hughley, Cedric the Entertainer, Bernie Mac",R,"40 Acres & A Mule Filmworks, Latham Entertainment, MTV Films",Spike Lee,"Comedy, Documentary","$38,251,106",236388,"$11,053,832, 20 Aug 2000","Troy Craig Poon, Rylyn DeMaris, David Gale, Walter Latham, Spike Lee",2000-08-10,115,The Original Kings of Comedy,6.8,5856,13000000.0,11053832.0,38251106.0,115,6.8,5856,R,2000,8,10
"$4,000,000 (estimated)","Xander Berkeley, Golden Brooks, Saffron Burrows, Viveka Davis, Richard Edson, Aimee Graham, Salma Hayek, Glenne Headly, Andrew Heckler, Holly Hunter",R::(#37352),"Screen Gems, Red Mullet Productions",Mike Figgis,"Drama, Romance",,220100,"$93,148, 30 Apr 2000","Dustin Bernard, Mike Figgis, Gary Marcus, Annie Stewart",2000-03-22,97,Timecode,6.1,6854,4000000.0,93148.0,,97,6.1,6854,,2000,3,22
,"Al Pacino, Jerry Orbach, Susan Floyd, Ellen McElduff, Michel Moinot, Judette Jones, Paul J.Q. Lee, Joel Eidelsberg, Maria Gentile, Christopher Evan Welch",R,"Chal Productions, Shooting Gallery",Al Pacino,Drama,,118852,,"James Bulleit, Anne Damato, C.J. Follini, Michael Hadge, Larry Meistrich",2000-09-02,99,Chinese Coffee,7.1,4355,,,,99,7.1,4355,R,2000,9,2
,"Marisa Tomei, Vincent D'Onofrio, Holland Taylor, Mick Weber, Nadia Dajani, Tamara Jenkins, Cara Buono, Lianna Pai, Neal Huff, Sam Seder",R,Independent Film Channel,Brad Anderson,"Comedy, Romance",,208196,"$14,840, 26 Aug 2001","Caroline Kaplan, Victoria Robinson, Jonathan Sehring, John Sloss, Susan A. Stover",2000-01-25,110,Happy Accidents,7.2,9934,,14840.0,,110,7.2,9934,R,2000,1,25
,"Susan Lynch, Iain Glen, Jake D'Arcy, Rachel Weisz, Tom Mannion, Maurice Roëves, Paul Doonan, Robin Laing, Pauline Lynch, John Murtagh",R,"Arts Council of England, DNA Films, DNA Pictures International, Snakeman Productions",Bill Eagles,"Comedy, Thriller, Crime, Drama",,221889,,"Simon Donald, Andrew Macdonald, Alan J. Wands",2000-08-23,86,Beautiful Creatures,5.8,3786,,,,86,5.8,3786,R,2000,8,23
,"Jodi Lyn O'Keefe, Jsu Garcia, Katherine Kendall, Jeanette Brox, Christiana Frank, Todd Robert Anderson, Bill Gratton, Sarah Lancaster, Rel Hunt, Frank Noon",R,"Alliance Atlantis Communications, Unapix Entertainment Productions",Marcus Spiegel,"Horror, Thriller",,217086,,"Robert E. Baruc, Richard Brandes, Marc Forby, Betsy Mackey, Alicia Reilly Larson",2000-09-08,92,Devil in the Flesh 2,4.6,1419,,,,92,4.6,1419,R,2000,9,8
,"Vaughan Sheffield, Christian Patterson, Lisa Perry, Sam Worthington, Adam Garcia, Bruce Venables, William Zappa, Catherine Ajaka, Luke Alleva, Kurt Bardrick",R,"Australian Film Finance Corporation, Bootmen Productions, Searchlight Pictures",Dein Perry,"Comedy, Drama, Romance",,210584,,"Antonia Barnard, Hilary Linstead, Dein Perry",2000-10-05,95,Bootmen,6.2,2413,,,,95,6.2,2413,R,2000,10,5
"GBP1,365,000 (estimated)","Clive Owen, Helen Mirren, David Kelly, Warren Clarke, Danny Dyer, Adam Fogerty, Paterson Joseph, Natasha Little, Peter Guinness, Lucy Punch",R,"Boneyard Entertainment, Fireworks Pictures, Metro-Goldwyn-Mayer, Travis Swords Productions, Winchester Films",Joel Hershman,"Comedy, Crime, Drama, Romance",,203540,,"Trudie Styler, Travis Swords, Kevan Van Thompson, Daniel J. Victor",2000-09-10,91,Greenfingers,6.8,6120,,,,91,6.8,6120,R,2000,9,10
"$1,200,000 (estimated)","Tony Denman, Jacob Tierney, Craig Patton, Kerri Randles, Danielle Harris, Patrick Renna, Doug MacHugh, Todd Babcock, Sean Young, Charles Solomon Jr.",R,Kingsize Entertainment,Michael Addis,"Comedy, Crime",,204350,"$1,813, 03 Dec 2000","Justin H. Conley, Lorena David, Russell S. Kutrosky, Michael Lawrence, Mark Roberts",2000-05-02,85,Poor White Trash,4.9,1350,1200000.0,1813.0,,85,4.9,1350,R,2000,5,2
,"Mercedes Ruehl, Victor Rivers, Douglas Spain, Maria Carmen, Isidra Vega, Elena Lopez, A Martinez, Richard Yniguez, Lorraine Perez, Eva Rodriguez",PG-13,"Because Entertainment, Flashpoint, Hope and Gravy Inc., Stagescreen Productions",Gurinder Chadha,"Comedy, Drama, Romance",,197096,,"Paul Mayeda Berges, Gurinder Chadha, David Forrest, Abe Glazer, David Grace",2000-01-20,109,What's Cooking?,6.9,2767,,,,109,6.9,2767,PG-13,2000,1,20
,"Rodney Dangerfield, Andrew Dice Clay, John Byner, Molly Shannon, Jerry Stiller, John Pinette, Rob deLeeuw, Fred Keating, Jud Tylor, Angelika Libera",R,"Artisan Entertainment, Blue Rider Pictures, Redwood Films, Blue Rider Pictures, Canadian Film or Video Production Tax Credit (CPTC)",Sidney J. Furie,Comedy,,216930,,"Steve Austin, Tracey Boyd, John A. Curtis, Rodney Dangerfield, Chris Furie",2000-09-08,100,My 5 Wives,4.7,1756,,,,100,4.7,1756,R,2000,9,8
"$11,000,000 (estimated)","Christopher Lambert, Aidan Ostrogovich, David Roberson, Liz May Brice, Beth Toussaint, Willie Garson, Paul de Bourcy, Bruce MacEwen, Stephen Shivers, Marius Speller",R,"Gower Productions, John Flock Productions, The Carousel Picture Company, Centurion",Geoff Murphy,"Action, Sci-Fi",,179183,,"Craig Berenson, John Flock, Tom Reeve, Romain Schroeder",2000-03-02,92,Fortress 2: Re-Entry,4.5,7051,11000000.0,,,92,4.5,7051,R,2000,3,2
"$3,400,000 (estimated)","Brian Hooks, N'Bushe Wright, Faizon Love, E-40, Starletta DuPois, George Wallace, David Alan Grier, Dean Norris, Barima McKnight, Meagan Good","TV-14::(DLSV, TV Rating.), R","Absolute Entertainment, Lithium Entertainment Group, Metro-Goldwyn-Mayer, Motion Picture Corporation of America",DJ Pooh,Comedy,,199290,"$3,684,704, 05 Mar 2000","Julio Caro, Rick Freeman, Brad Krevoy, Benny Medina, Marcus Morton",2000-03-01,82,3 Strikes,4.6,3515,3400000.0,3684704.0,,82,4.6,3515,R,2000,3,1
,"Susan Lynch, Andrew Scott, Vinnie McCabe, Veronica Duffy, Ewan McGregor, Aedin Moloney, Pauline McLynn, Neilí Conroy, Darragh Kelly, Alan Devine",R,"GAM, Natural Nylon Entertainment, Road Movies Filmproduktion, Volta Films",Pat Murphy,"Biography, Drama",,158033,,"Bradley Adams, Damon Bryant, Guy Collins, Ulrich Felsberg, James Flynn",2000-04-06,106,Nora,5.9,1780,,,,106,5.9,1780,R,2000,4,6
,"Chris Beattie, Greg McLane, Charlie Hardwick, Roy Hudd, Tim Healy, Kevin Whately, Jody Baldwin, Kerry Ann Christiansen, Tracy Whitwell, Kate Garbutt",,"FilmFour, Mumbo Jumbo Productions",Mark Herman,"Comedy, Drama",,246875,,"Elizabeth Karlsen, Cathy Lord, Stephen Woolley",2000-05-12,99,Purely Belter,6.7,1911,,,,99,6.7,1911,,2000,5,12
,"Sharon Stone, Billy Connolly, Gil Bellows, Jurnee Smollett, Dillon Moen, Jaimz Woolvett, A.C. Peterson, Dann Florek, Ian Holm, Sheila Paterson",R,"Stratosphere Entertainment, Capitol Films, Beautiful Films, Haft Entertainment, Pacific Motion Pictures",Stephen Metcalfe,"Comedy, Drama",,200472,,"Jane Barclay, Chuck Binder, Jon Ein, Fred Fuchs, Steven Haft",2000-06-09,98,Beautiful Joe,5.6,2339,,,,98,5.6,2339,R,2000,6,9
,"Eloise Eonnet, Hadrian Dagannaud-Brouard, Chaya Cuénot, Demi Moore, Julianne Nicholson, William Fichtner, Sinéad Cusack, Joss Ackland, Peter Riegert, Stellan Skarsgård",PG-13,"Lakeshore Entertainment, Ron Bass Productions",Alain Berliner,"Drama, Mystery, Romance, Sci-Fi, Thriller",,160644,"$236,047, 28 May 2000","Ron Bass, William Kepper, Andre Lamal, Gary Lucchesi, Robin O'Hara",2000-01-07,105,Passion of Mind,5.5,3458,,236047.0,,105,5.5,3458,PG-13,2000,1,7
"$1,000,000 (estimated)","Karisma Kapoor, Hrithik Roshan, Jaya Bachchan, Shabana Raza, Asha Sachdev, Bikram Saluja, Isha Koppikar, Dinesh Thakur, Johny Lever, Shivaji Satam",Not Rated,"The Culture Company, UTV Motion Pictures",Khalid Mohamed,"Crime, Drama, Romance, Thriller",,248012,,"Sanjay Bhattacharya, Anjan Ghosh, Pradeep Guha, Deven Khote, Zarina Mehta",2000-09-08,170,Fiza,6.0,4283,1000000.0,,,170,6.0,4283,,2000,9,8
"DEM4,300,000 (estimated)","Nutsa Kukhianidze, Evgeniy Sidikhin, Shalva Iashvili, Pierre Richard, Amaliya Mordvinova, Levani, Davit Gogibedashvili, Elguja Burduli, Baia Dvalishvili, Khatuna Ioseliani",,"British Screen Productions, Canal+, Egoli Films, Egoli Tossell Pictures, Eurimages",Nana Dzhordzhadze,"Comedy, Drama, Romance",,246405,,"Oliver Damian, Natalia Grigorova, Arthur Hofer, Torsten Leschly, Jens Meurer",2000-05-11,98,27 Missing Kisses,6.6,1481,,,,98,6.6,1481,,2000,5,11
,"Fernando Ramallo, Jordi Vilches, Marieta Orozco, Esther Nubiola, Chisco Amado, Ana Gracia, Myriam Mézières, Muntsa Alcañiz, Mingo Ràfols, Pau Durà","Unrated, R::(edited)","Canal+ España, Generalitat de Catalunya - Departament de Cultura, Messidor Films, Televisió de Catalunya, Televisión Española",Cesc Gay,"Adventure, Comedy, Drama, Romance",,250478,,"Marta Esteban, Gerardo Herrero",2000-05-08,91,Nico and Dani,6.7,6166,,,,91,6.7,6166,,2000,5,8
,Marc Singer,Not Rated,Picture Farm,Marc Singer,Documentary,,235327,"$33,039, 03 Sep 2000","Giancarlo Bonati, Scott Bradley, Ben Freedman, Rick Giles, Christopher Griffith",2000-01-27,82,Dark Days,7.7,6923,,33039.0,,82,7.7,6923,,2000,1,27
,"Kjell Bergqvist, Anastasios Soulis, Rebecca Scheja, Cecilia Nilsson, Brasse Brännström, Marcus Hasselborg, Gachugo Makini, Göran Thorell, Ann Petrén, Pale Olofsson",,Memfis Film,Ulf Malmros,"Comedy, Drama, Family, Romance",,204932,,"Anna Anthony, Peter Aalbæk Jensen, Lars Jönsson",2000-03-08,91,A Summer Tale,7.3,3985,,,,91,7.3,3985,,2000,3,8
,"Bobby Deol, Rani Mukerji, Ashish Vidyarthi, Farida Jalal, Mohan Joshi, Mahavir Shah, Sachin Khedekar, Malaika Arora, Ganesh Acharya, Ishrat Ali",Not Rated,", , , , ",Guddu Dhanoa,"Action, Crime, Drama, Thriller",,252277,,"Sanjay Bali, Guddu Dhanoa, Veena Sood, Ravinder Thakur",2000-07-07,160,Bichhoo,5.0,3004,,,,160,5.0,3004,,2000,7,7
"$21,000,000 (estimated)","Benoît Magimel, Boris Terral, Tchéky Karyo, Colette Emmanuelle, Cécile Bois, Claire Keim, Johan Leysen, Idwig Stephane, Emil Tarding, Jacques François",,"K-Star, France 2 Cinéma, Canal+, Société des Producteurs de Cinéma et de Télévision (Procirep), MMC Independent",Gérard Corbiau,"Drama, History, Music",,244173,,"Helmut Breuer, Bastian Griese, Dominique Janne, Stéphane Lhoest, Stéphane Moatti",2000-12-06,115,The King Is Dancing,6.9,2304,21000000.0,,,115,6.9,2304,,2000,12,6
"$6,500,000 (estimated)","Stellan Skarsgård, Jean Anderson, Lena Headey, Charlotte Rampling, Louise Goodall, Jason Hetherington, Kate Lynn Evans, John Killoran, John Harwood, Sara-Marie Maltha",TV-MA::(cable television),"Filmfabriken Baltic Sea AB, Freeway Films, Norsk Film","Hans Petter Moland, Tony Spataro",Drama,,168446,,"Tomas Backström, Petter J. Borgli, Ben Leon Castro, Truls Kontny, John McGrath",2000-07-05,113,Aberdeen,7.1,3312,6500000.0,,,113,7.1,3312,,2000,7,5
,"Elisabeth Margoni, Álex Angulo, Pilar Bardem, Juan Carlos Colombo, Carmen Salinas, Mariola Fuentes, Leticia Huijara, Damián Alcázar, José Sancho, Eric Bonicatto",,"Resonancia Productora, Sociedad General de Derechos Audiovisuales, Visual Grup S.L., Vía Digital",Laura Mañá,Comedy,,208675,,"Fernando Cámara, Carlos Fernández, Julio Fernández, Miguel Ángel González, J.K. Malou",2000-06-30,109,Compassionate Sex,7.0,1281,,,,109,7.0,1281,,2000,6,30
"$3,000,000 (estimated)","Julia Hummer, Barbara Auer, Richy Müller, Bilge Bingul, Rogério Jacques, Maria João Luís, Vasco Machado, Noberto Paula, Bernd Tauber, Katharina Schüttler",Not Rated,"Schramm Film, Hessischer Rundfunk, ARTE, Algarve Filmes",Christian Petzold,Drama,,248103,,"José Borges, Liane Jessen, Florian Koerner von Gustorf, Andreas Schreitmüller, Michael Weber",2000-09-01,106,The State I Am In,6.9,2636,3000000.0,,,106,6.9,2636,,2000,9,1
"$70,000 (estimated)","Pyotr Korshunkov, Mikhail Petrovsky, Stanislav Duzhnikov, Viktor Pavlov, Aleksandr Belyavskiy, Juozas Budraitis, Sergey Artsibashev, Vladimir Shainskiy, Ivan Okhlobystin, Roman Kachanov",,Kinokompaniya Carmen,Roman Kachanov,Comedy,,266437,,"Sergei Alekseyev, Viktor Alisov, Faina Balk, Maksim Garanin, Sergey Khotimskiy",2000-03-31,90,Demobbed,7.5,2857,70000.0,,,90,7.5,2857,,2000,3,31
,"Maciej Stuhr, Cezary Pazura, Michal Milowicz, Miroslaw Zbrojewicz, Monika Ambroziak, Magdalena Mazur, Anna Mucha, Wojciech Klata, Mariusz Czajka, Pawel Delag",,"Studio Filmowe Perspektywa, Canal+ Polska, Wytwórnia Filmów Dokumentalnych i Fabularnych, Best Film",Olaf Lubaszenko,"Comedy, Crime",,238119,,"Jacek Fuksiewicz, Janusz Morgenstern, Pawel Mossakowski",2000-02-25,90,Boys Don't Cry,7.6,6517,,,,90,7.6,6517,,2000,2,25
,"Daniel Craig, David Morrissey, Kelly Macdonald, Julie Graham, Peter McDonald, Nicholas Palliser, Huss Garbiya, Edward Tudor-Pole, Ashley Walters, Gem Durham",,Dragon Pictures,Simon Cellan Jones,"Comedy, Drama",,218616,,"Graham Broadbent, Damian Jones",2000-05-15,101,Some Voices,6.6,1286,,,,101,6.6,1286,,2000,5,15
"$700,000 (estimated)","Rodrigo Santoro, Othon Bastos, Cássia Kis, Dani Nefussi, Jairo Mattos, Altair Lima, Lineu Dias, Caco Ciocler, Gero Camilo, Marcos Cesana",,"Buriti Filmes, Dezenove Som e Imagem, Fabrica Cinema, Gullane",Laís Bodanzky,Drama,,263124,,"Luiz Bolognesi, Ariene Ferreira, Caio Gullane, Fabiano Gullane, Maria Ionescu",2000-11-08,74,Brainstorm,7.7,5742,700000.0,,,74,7.7,5742,,2000,11,8
"$28,000,000 (estimated)","Dennis Hopper, Stephanie Zimbalist, Robert Yocum, Joe Penny, Greg Lauren, Sondra Locke, Shannon Whirry, Darin Cooper, Thorsten Kaye, Don Swayze",R,"Moonstone Entertainment, Cinerenta Medienbeteiligungs KG, Prophet's Productions",David Worth,"Crime, Drama, Thriller",,199974,,"Rainer Bienger, Willi Bär, Donise Hardy, Cristy Harris, Bob Myers",2000-02-15,106,The Prophet's Game,4.8,1102,28000000.0,,,106,4.8,1102,R,2000,2,15
,"Pilar Padilla, Adrien Brody, Elpidia Carrillo, Jack McGee, Monica Rivas, Frankie Davila, Lillian Hurst, Mayron Payes, Maria Orellana, Melody Garrett","TV-MA::(cable rating), R","Parallax Pictures, ARD Degeto Film, ARTE, Alta Films, Alta Producción",Ken Loach,Drama,,212826,,"Ulrich Felsberg, Rebecca O'Brien",2000-05-10,110,Bread and Roses,7.0,5745,,,,110,7.0,5745,R,2000,5,10
"$13,000,000 (estimated)","Pras Michel, Ja Rule, Jason Statham, Vondie Curtis-Hall, Tamala Jones, John Ralston, Chris Messina, Eugene Clark, Patrice Goodman, Derwin Jordan",R,"MadGuy Films, New Line Cinema, Paris Brothers",Robert Adetuyi,"Crime, Drama, Action, Music",,216772,"$576,820, 10 Sep 2000","Pras Michel, Guy Oseary, Lennox Parris, Lester Parris, Gary Ventimiglia",2000-09-06,86,Turn It Up,4.1,1301,13000000.0,576820.0,,86,4.1,1301,R,2000,9,6
,"Shah Rukh Khan, Aishwarya Rai Bachchan, Chandrachur Singh, Sharad S. Kapoor, Priya Gill, Sharat Saxena, Vivek Vaswani, Anjan Srivastav, Kumar Bharadwaj, Suhas Joshi",Not Rated,"United Seven Combines, Venus Records & Tapes",Mansoor Khan,"Action, Drama, Musical, Romance","$7,112,773",151150,,"Ganesh Jain, Umed Jain",2000-06-09,162,Josh,6.1,10314,,,7112773.0,162,6.1,10314,,2000,6,9
"FRF100,000,000 (estimated)","Juliette Binoche, Daniel Auteuil, Emir Kusturica, Michel Duchaussoy, Philippe Magnan, Christian Charmetant, Philippe du Janerand, Maurice Chevit, Catherine Lascault, Ghyslain Tremblay",R,"Cinémaginaire Inc., Epithète Films, France 2 Cinéma, France 3 Cinéma",Patrice Leconte,"Drama, History, Romance",,191636,,"Frédéric Brillion, Gilles Legrand, Daniel Louis, Denise Robert",2000-04-19,112,Widow of St. Pierre,7.2,5596,,,,112,7.2,5596,R,2000,4,19
,"Pawarith Monkolpisit, Premsinee Ratanasopha, Patharawarin Timkul, Pisek Intrakanchit, Korkiate Limpapat, Piya Boonnak",R,"Film Bangkok, Pang Bros.","Danny Pang, Oxide Chun Pang","Action, Crime, Drama, Romance, Thriller",,263101,,"Sangar Chatchairungruang, Pracha Maleenont, Akaradech Maneeploypech, Brian L. Marcar, Nonzee Nimibutr",2000-09-14,105,Bangkok Dangerous,6.5,3696,,,,105,6.5,3696,R,2000,9,14
,"Nikos Kouris, Athina Maximou, Zoe Nalbanti, Kostas Markopoulos, Thanasis Viskadourakis, Giannis Rozakis, George Dialegmenos, Thanos Alexandris, Akis, Nikos Alatzas",,"D.P. Skouras, Greek Film Centre, Hellenic Radio & Television, Lumiere Productions, Marianna Film",Nikos Panayotopoulos,"Drama, Music, Romance",,268896,,Xenofon Koutsaftis,2000-01-07,117,Edge of Night,7.1,1145,,,,117,7.1,1145,,2000,1,7
,"Germán Jaramillo, Anderson Ballesteros, Juan David Restrepo, Manuel Busquets, Wilmar Agudelo, Juan Carlos Álvarez, Jairo Alzate, Zulma Arango, José Luis Bedoya, Cenobia Cano",R,"Les Films du Losange, Le Studio Canal+, Vértigo Films, Proyecto Tucan, Canal+",Barbet Schroeder,"Crime, Drama",,250809,,"Margaret Ménégoz, Jaime Osorio Gómez, Barbet Schroeder",2000-09-01,101,Our Lady of the Assassins,6.8,4025,,,,101,6.8,4025,R,2000,9,1
,"Bobby Deol, Rani Mukerji, Mayuri Kango, Ashutosh Rana, Amrish Puri, Ashish Vidyarthi, Johny Lever, Upasna Singh, Neena Kulkarni, Sana Saeed",,Aftab Pictures,Raj Kanwar,"Action, Crime, Drama",,247944,,"Nazir Ahmed, Shafique Ahmed, Javed Akhtar, Saba Akhtar, Salim Akhtar",2000-02-11,166,Badal,5.0,1422,,,,166,5.0,1422,,2000,2,11
,"Mackenzie Astin, Todd Field, Dina Meyer, Natasha Gregson Wagner, Michael Flynn, Steve O'Neill, Scott Subiono, Joe Unger, Frances Bay, Robert Lewis",R,"Bergman Lustig Productions, Unapix Entertainment Productions",Eric Bross,"Thriller, Comedy",,178043,,"Robert E. Baruc, Ram Bergman, Zack Estrin, Raymond Izaac, Michael I. Levy",2000-03-16,90,Stranger Than Fiction,6.2,1318,,,,90,6.2,1318,R,2000,3,16
,"Mammootty, Sonali Kulkarni, Mohan Gokhale, Mrinal Kulkarni, Govind Namdeo, Tirlok Malik, Alisa Bosschaert, Ma Jivan Mary, Anjan Srivastav, Rahul Solapurkar",,National Film Development Corporation of India,Jabbar Patel,"Biography, History",,270321,,"Sameer Kavthekar, Tirlok Malik, Madan Ratnaparkhi",2000-12-15,197,Dr. Babasaheb Ambedkar,8.9,2527,,,,197,8.9,2527,,2000,12,15
"$16,000,000 (estimated)","Paul Guilfoyle, Jeffrey Jones, Reathel Bean, Harriet Koppel, Douglas McGrath, Sigourney Weaver, Terry Beaver, Sean Dugan, Grant Walden, Nathan Dean",PG-13,"Film Foundry Partners, GreeneStreet Films, Intermedia Films, SKE Films, Union Générale Cinématographique","Peter Askin, Douglas McGrath",Comedy,,177650,,"Susan Cartsonis, Guy East, Jon Ein, Carmen Finestra, Robert Greenhut",2000-05-03,95,Company Man,5.2,2108,16000000.0,,,95,5.2,2108,PG-13,2000,5,3
,"David Wenham, Susie Porter, Kris McQuade, Simon Bossell, Catherine McClements, Imelda Corcoran, Dina Gillespie, Emily Saunders, Laura Keneally, Leah Vandenberg",R,"Better Than, Fireworks Pictures, France Télévision Distribution, Meercat Films, New South Wales Film & Television Office",Jonathan Teplitzky,"Comedy, Drama, Romance",,236019,,"Marc Bonduel, Frank Cox, Bruna Papandrea",2000-09-09,95,Better Than Sex,6.3,2219,,,,95,6.3,2219,R,2000,9,9
"$180,000 (estimated)","Fatemeh Cherag Akhar, Hassan Nebhan, Shahr Banou Sisizadeh, Ameneh Passand, Shabnam Toloui, Sirous Kahvarinegad, Moharram Zaynalzadeh, Norieh Mahigiran, Azizeh Sedighi, Badr Iravani",,"Makhmalbaf Film House, Makhmalbaf Productions",Marzieh Makhmalbaf,"Comedy, Drama",,260332,,Mohsen Makhmalbaf,2000-09-02,78,The Day I Became a Woman,7.3,1855,180000.0,,,78,7.3,1855,,2000,9,2
,"Eliane Annie Adalto, Pierre Barbieux, Bernard Bombeau, Maylis Bouffartigue, Geneviève Capy, Anne Carlier, Véronique Couzon, Piotr Daskiewicz, Nicole Defer, Patrick Dell'Isola",,"13 Productions, La Sept-Arte, Le Musée d'Orsay, Institut National de l'Audiovisuel (INA), Cofimage 11",Peter Watkins,"Drama, History, War",,257497,,", , , , ",2000-05-26,345,"La Commune (Paris, 1871)",8.0,1238,,,,345,8.0,1238,,2000,5,26
,"Ali Sürmeli, Sanem Çelik, Bülent Kayabas, Haluk Bilginer, Ugur Polat, Semir Aslanyürek, Ezel Akay, Atakan Acar, Çagla Akay, Arif Akkaya",,"Maraton Film, Panfilm, Tem Studios",Dervis Zaim,"Drama, Thriller",,252437,,"Ali Akdeniz, Fatos Akdeniz, Bahadir Atay, Dervis Zaim",2000-10-08,115,Filler ve Çimen,7.0,2724,,,,115,7.0,2724,,2000,10,8
,"Miles Anderson, Romane Bohringer, David Bradley, David Calder, Bruce Davison, Brion James, Peter Khubeke, Vusi Kunene, Jennifer Jason Leigh, Janet McTeer","R, TV-MA::(TV rating)","Newmarket Capital Group, Good Machine, Zentropa Entertainments, Danmarks Radio, SVT Drama",Kristian Levring,Drama,,208911,,"Svend Abrahamsen, Christopher Ball, Malene Blenkov, Kobus Botha, Peter Aalbæk Jensen",2000-05-11,110,The King Is Alive,6.3,1947,,,,110,6.3,1947,R,2000,5,11
"CAD8,000,000 (estimated)","Kirsten Dunst, Lynn Redgrave, Julia Brendler, Trent Ford, Brent Carver, Alberta Watson, Peter Donaldson, Tara Rosling, Anthony Higgins, Jessica Turner",Not Rated,"Bellwood Stories, TiMe Film- und TV-Produktions GmbH, VIP Babelsberger Filmproduktion GmbH & Co. KG",Sheri Elwood,"Drama, Fantasy, Mystery, Romance",,218141,,"Karen Arikian, Carolynne Bell, Vibika Bianchi, Bess Fotopoulos, John Hamilton",2000-09-11,101,Deeply,5.9,1764,,,,101,5.9,1764,,2000,9,11
"$500,000 (estimated)","James Ronald Whitney, Melvin Just",,Production 920,James Ronald Whitney,Documentary,,240641,,"Nancy Abraham, Sheila Nevins, Richard Reichgut, Sarah Taggart, James Ronald Whitney",2000-01-08,96,"Just, Melvin: Just Evil",7.0,1688,500000.0,,,96,7.0,1688,,2000,1,8
,"Nick Brimble, Zdenek Maryska, Rich Gold, Renee Ackermann, Chris Barnes, Amanda Plummer, Sean Pertwee, Gina Bellman, Sean Chapman, Frantisek Cástka",R,"Becker & Häberle Filmproduktion GmbH, Senator Film Produktion, Roof Top Entertainment, EIS Production s.r.o., Indigo Film",Sebastian Niemann,"Drama, Horror, Thriller",,221928,,"Christian Becker, Mike Downey, Simon Happ, Alfred Holighaus, Hanno Huth",2000-06-25,96,Seven Days to Live,5.1,2107,,,,96,5.1,2107,R,2000,6,25
